Geo Point;Geo Shape;FID;OBJECTID;NCESID;Name;Address;Address 2;City;State;ZIP;ZIP4;Telephone;Type;Status;Population;County;County+State FIPS;Country;NAICS Code;Description;Source;Date Added;Evaluation Method;Date Evaluated;Website;Level;Enrollment;ST_GRADE;End Grade;District ID;FT Teacher;Shelter ID
43.612358942,-72.545709573;"{""type"": ""Point"", ""coordinates"": [-72.54570957299993, 43.612358942000064]}";97043;97840;500951000395;WOODSTOCK SENIOR UHSD #4;4961 WOODSTOCK RD;;WOODSTOCK;VT;05091;9801;(802) 457-1317;1;1;415;WINDSOR;50027;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500951000395;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500951000395;HIGH;376;09;12;5009510;39;10812464
42.96004375,-72.650075312;"{""type"": ""Point"", ""coordinates"": [-72.65007531199994, 42.96004375000006]}";20972;20967;500037400537;NEWBROOK ELEMENTARY SCHOOL;14 SCHOOL RD;;NEWFANE;VT;05345;9700;(802) 365-7536;1;1;154;WINDHAM;50025;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500037400537;2012-11-02T00:00:00.000Z;GEOCODE;2012-12-21T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500037400537;PRIMARY;146;PK;06;5000374;8;
44.927806954,-73.101846098;"{""type"": ""Point"", ""coordinates"": [-73.10184609799994, 44.92780695400004]}";46039;46439;500562000195;MISSISQUOI VALLEY UHSD #7;100 THUNDER BIRD DR;;SWANTON;VT;05488;9705;(802) 868-7311;1;1;942;FRANKLIN;50011;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500562000195;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500562000195;HIGH;851;07;12;5005620;91;
44.539545837,-73.213414178;"{""type"": ""Point"", ""coordinates"": [-73.21341417799992, 44.53954583700003]}";97025;97822;500324000087;COLCHESTER HIGH SCHOOL;131 LAKER LN;;COLCHESTER;VT;05446;0031;(802) 264-5700;1;1;771;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500324000087;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500324000087;HIGH;713;09;12;5003240;58;10781794
43.280731213,-72.477906345;"{""type"": ""Point"", ""coordinates"": [-72.47790634499994, 43.28073121300007]}";72968;72157;500037100097;RIVER VALLEY TECHNICAL CENTER;307 SOUTH ST;;SPRINGFIELD;VT;05156;3226;(802) 885-8300;3;1;18;WINDSOR;50027;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500037100097;2010-01-29T00:00:00.000Z;IMAGERY;2010-06-10T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500037100097;UNKNOWN;-1;N;N;5000371;18;
43.655029181,-73.029322213;"{""type"": ""Point"", ""coordinates"": [-73.02932221299993, 43.65502918100001]}";20979;20974;500666000248;PROCTOR JUNIOR/SENIOR HIGH SCHOOL;4 PARK ST;;PROCTOR;VT;05765;1396;(802) 459-3353;1;1;152;RUTLAND;50021;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500666000248;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500666000248;HIGH;135;07;12;5006660;17;10812493
43.726353433,-72.620502834;"{""type"": ""Point"", ""coordinates"": [-72.62050283399996, 43.726353433000035]}";65002;65792;500195000011;BARNARD ACADEMY;5979 ROUTE 12;;BARNARD;VT;05031;;(802) 234-9763;1;1;69;WINDSOR;50027;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500195000011;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500195000011;PRIMARY;62;PK;06;5001950;7;
43.986898352,-72.446582123;"{""type"": ""Point"", ""coordinates"": [-72.44658212299997, 43.986898352]}";26021;27216;500312000085;CHELSEA ELEMENTARY HIGH SCHOOL;6 SCHOOL ST;;CHELSEA;VT;05038;9746;(802) 685-4551;1;1;214;ORANGE;50017;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500312000085;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500312000085;OTHER;194;PK;12;5003120;20;10812436
44.18896767,-72.493771298;"{""type"": ""Point"", ""coordinates"": [-72.49377129799994, 44.18896767000006]}";46027;46427;500000200119;BARRE TECHNICAL CENTER;50 CRIMSON TIDE WAY;;BARRE;VT;05641;4349;(802) 476-6237;3;1;0;WASHINGTON;50023;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500000200119;2010-01-29T00:00:00.000Z;IMAGERY;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500000200119;UNKNOWN;0;N;N;5000002;0;
42.85121793,-72.598110854;"{""type"": ""Point"", ""coordinates"": [-72.59811085399996, 42.85121793000007]}";39932;39932;500249000079;ACADEMY SCHOOL (BRATTLEBORO);860 WESTERN AVE;;BRATTLEBORO;VT;05301;2663;(802) 254-3743;1;1;438;WINDHAM;50025;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500249000079;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500249000079;PRIMARY;400;KG;06;5002490;38;
44.562822545,-72.589832731;"{""type"": ""Point"", ""coordinates"": [-72.58983273099993, 44.56282254500006]}";97033;97830;500579000207;PEOPLES ACADEMY;202 COPLEY AVE;;MORRISVILLE;VT;05661;9205;(802) 888-4600;1;1;275;LAMOILLE;50015;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500579000207;2010-01-29T00:00:00.000Z;IMAGERY;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500579000207;HIGH;250;09;12;5005790;25;10790102
43.644331752,-72.794034333;"{""type"": ""Point"", ""coordinates"": [-72.79403433299993, 43.644331752]}";26026;27221;500738000287;KILLINGTON ELEMENTARY SCHOOL;686 SCHOOL HOUSE RD;;KILLINGTON;VT;05751;9801;(802) 422-3366;1;1;101;RUTLAND;50021;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500738000287;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500738000287;PRIMARY;93;PK;06;5007380;8;
44.978999697,-73.298022654;"{""type"": ""Point"", ""coordinates"": [-73.29802265399995, 44.97899969700006]}";398;1597;500177000004;ALBURG COMMUNITY EDUCATION CENTER;14 NORTH MAIN ST;;ALBURG;VT;05440;9634;(802) 796-3573;1;1;231;GRAND ISLE;50013;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500177000004;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500177000004;PRIMARY;210;PK;08;5001770;21;10784948
44.803602785,-72.272928655;"{""type"": ""Point"", ""coordinates"": [-72.27292865499997, 44.80360278500006]}";33504;33502;500486000163;IRASBURG VILLAGE SCHOOL;292 ROUTE 58 EAST;;IRASBURG;VT;05845;0070;(802) 754-8810;1;1;159;ORLEANS;50019;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500486000163;2010-01-29T00:00:00.000Z;IMAGERY;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500486000163;PRIMARY;148;PK;08;5004860;11;10790118
44.945956403,-72.203423119;"{""type"": ""Point"", ""coordinates"": [-72.20342311899996, 44.94595640300002]}";1605;1605;500960000220;NORTH COUNTRY SENIOR UHSD #22;209 VETERANS AVE;;NEWPORT;VT;05855;;(802) 334-7921;1;1;929;ORLEANS;50019;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500960000220;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500960000220;HIGH;835;09;12;5009600;94;
43.78496,-72.456347;"{""type"": ""Point"", ""coordinates"": [-72.456347, 43.78496]}";14907;14502;500726000283;SHARON ELEMENTARY SCHOOL;75 VT ROUTE 132;;SHARON;VT;05065;7700;(802) 763-7425;1;1;157;WINDSOR;50027;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500726000283;2010-01-29T00:00:00.000Z;IMAGERY;2010-06-10T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500726000283;PRIMARY;147;PK;06;5007260;10;10819788
44.206838888,-73.247925622;"{""type"": ""Point"", ""coordinates"": [-73.24792562199995, 44.20683888800002]}";39936;39936;500405000133;FERRISBURGH CENTRAL SCHOOL;56 LITTLE CHICAGO RD;;FERRISBURGH;VT;05456;;(802) 877-3463;1;1;224;ADDISON;50001;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500405000133;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500405000133;PRIMARY;205;PK;06;5004050;19;10792460
44.008036244,-72.11381913;"{""type"": ""Point"", ""coordinates"": [-72.11381912999995, 44.00803624400002]}";39958;39958;500824709272;OXBOW UHSD #30;36 OXBOW DR;;BRADFORD;VT;05033;9731;(802) 222-5214;1;1;438;ORANGE;50017;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500824709272;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500824709272;HIGH;390;07;12;5008247;48;
43.525621309,-72.830601888;"{""type"": ""Point"", ""coordinates"": [-72.83060188799992, 43.52562130900002]}";6799;7992;500744000446;SHREWSBURY MOUNTAIN SCHOOL;300 MOUNTAIN SCHOOL RD;;CUTTINGSVILLE;VT;05738;;(802) 492-3435;1;1;84;RUTLAND;50021;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500744000446;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500744000446;PRIMARY;74;PK;06;5007440;10;
42.88927166,-72.861924117;"{""type"": ""Point"", ""coordinates"": [-72.86192411699993, 42.88927166000008]}";46028;46428;500002700382;TWIN VALLEY ELEMENTARY SCHOOL;360 ROUTE 100 NORTH;;WILMINGTON;VT;05363;9634;(802) 464-5177;1;5;258;WINDHAM;50025;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500002700382;2016-01-05T00:00:00.000Z;IMAGERY;2016-01-06T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500002700382;PRIMARY;234;PK;05;5000027;24;10787152
44.092228061,-72.732880436;"{""type"": ""Point"", ""coordinates"": [-72.73288043599995, 44.09222806100007]}";46041;46441;500696000265;ROXBURY VILLAGE SCHOOL;1559 ROXBURY RD;;ROXBURY;VT;05669;;(802) 485-7768;1;1;47;WASHINGTON;50023;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500696000265;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500696000265;PRIMARY;41;PK;06;5006960;6;10812440
44.326290567,-73.107772904;"{""type"": ""Point"", ""coordinates"": [-73.10777290399993, 44.326290567000036]}";20976;20971;500468000158;HINESBURG ELEMENTARY SCHOOL;10888 ROUTE 116;;HINESBURG;VT;05461;9725;(802) 482-2106;1;1;624;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500468000158;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500468000158;PRIMARY;579;PK;08;5004680;45;10784959
43.612971667,-72.980603119;"{""type"": ""Point"", ""coordinates"": [-72.98060311899995, 43.61297166700005]}";20980;20975;500705000468;RUTLAND MIDDLE SCHOOL;67 LIBRARY AVE;;RUTLAND;VT;05701;;(802) 773-1960;1;1;332;RUTLAND;50021;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500705000468;2010-01-29T00:00:00.000Z;IMAGERY;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500705000468;MIDDLE;302;07;08;5007050;30;
44.155567909,-72.083383984;"{""type"": ""Point"", ""coordinates"": [-72.08338398399995, 44.155567909000055]}";72973;72162;500822400334;BLUE MOUNTAIN USD #21;2420 ROUTE 302;;WELLS RIVER;VT;05081;9604;(802) 757-2711;1;1;469;ORANGE;50017;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500822400334;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500822400334;OTHER;430;PK;12;5008224;39;10819793
44.489028109,-73.127891789;"{""type"": ""Point"", ""coordinates"": [-73.12789178899997, 44.489028109000046]}";65009;65799;500381000117;HIAWATHA SCHOOL;34 HIAWATHA AVE;;ESSEX JUNCTION;VT;05452;4600;(802) 878-1384;1;1;272;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500381000117;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500381000117;PRIMARY;252;PK;03;5003810;20;10781789
44.471464273,-73.165482768;"{""type"": ""Point"", ""coordinates"": [-73.16548276799993, 44.47146427300002]}";72980;72169;500747000291;CHAMBERLIN SCHOOL;262 WHITE ST;;SOUTH BURLINGTON;VT;05403;5940;(802) 652-7400;1;1;467;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500747000291;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500747000291;PRIMARY;443;PK;05;5007470;24;
42.800715883,-72.622420743;"{""type"": ""Point"", ""coordinates"": [-72.62242074299995, 42.80071588300005]}";72975;72164;500447000144;GUILFORD CENTRAL SCHOOL;374 SCHOOL RD;;GUILFORD;VT;05301;9803;(802) 254-2271;1;1;132;WINDHAM;50025;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500447000144;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500447000144;PRIMARY;119;PK;06;5004470;13;
44.601384491,-72.630703967;"{""type"": ""Point"", ""coordinates"": [-72.63070396699997, 44.60138449100001]}";14902;14497;500506000171;LAMOILLE UHSD #18);736 VT ROUTE 15 WEST;;HYDE PARK;VT;05655;0304;(802) 888-4261;1;1;621;LAMOILLE;50015;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500506000171;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500506000171;HIGH;553;09;12;5005060;68;10781193
43.483949766,-73.120759537;"{""type"": ""Point"", ""coordinates"": [-73.12075953699996, 43.483949766000066]}";6793;7986;500558000191;MIDDLETOWN SPRINGS ELEMENTARY SCHOOL;15 SCHOOLHOUSE RD;;MIDDLETOWN SPRINGS;VT;05757;;(802) 235-2365;1;1;83;RUTLAND;50021;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500558000191;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500558000191;PRIMARY;76;PK;06;5005580;7;10819799
44.319610402,-72.451863734;"{""type"": ""Point"", ""coordinates"": [-72.45186373399996, 44.31961040200005]}";72971;72160;500288000076;CALAIS ELEMENTARY SCHOOL;321 LIGHTENING RIDGE RD;;PLAINFIELD;VT;05667;9802;(802) 454-7777;1;1;145;WASHINGTON;50023;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500288000076;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500288000076;PRIMARY;133;PK;06;5002880;12;
43.046599998,-72.66717941;"{""type"": ""Point"", ""coordinates"": [-72.66717940999995, 43.04659999800002]}";58610;59405;500810000327;TOWNSHEND VILLAGE SCHOOL;66 COMMON RD ROUTE 30;;TOWNSHEND;VT;05353;;(802) 365-7506;1;1;82;WINDHAM;50025;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500810000327;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500810000327;PRIMARY;76;PK;06;5008100;6;
43.264731447,-72.595590109;"{""type"": ""Point"", ""coordinates"": [-72.59559010899993, 43.264731447000024]}";53361;52955;500824500345;CHESTER-ANDOVER USD #29;72 MAIN ST;;CHESTER;VT;05143;;(802) 875-2108;1;1;281;WINDSOR;50027;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500824500345;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500824500345;PRIMARY;261;PK;06;5008245;20;
44.486043035,-72.961911945;"{""type"": ""Point"", ""coordinates"": [-72.96191194499993, 44.48604303500006]}";90992;91386;500584000210;MT. MANSFIELD USD #17;211 BROWNS TRACE RD;;JERICHO;VT;05465;9498;(802) 899-4690;1;1;904;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500584000210;2010-01-29T00:00:00.000Z;IMAGERY;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500584000210;HIGH;849;09;12;5005840;55;10781190
43.712970884,-72.306369152;"{""type"": ""Point"", ""coordinates"": [-72.30636915199993, 43.71297088400006]}";90995;91389;500618000230;MARION W. CROSS SCHOOL;22 CHURCH ST;;NORWICH;VT;05055;;(802) 649-1703;1;1;359;WINDSOR;50027;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500618000230;2010-01-29T00:00:00.000Z;IMAGERY;2010-06-10T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500618000230;PRIMARY;332;PK;06;5006180;27;10812474
43.964006879,-73.206508029;"{""type"": ""Point"", ""coordinates"": [-73.20650802899995, 43.96400687900005]}";6790;7983;500333000095;BINGHAM MEMORIAL SCHOOL;112 SCHOOL RD;;CORNWALL;VT;05753;8504;(802) 462-2463;1;1;100;ADDISON;50001;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500333000095;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500333000095;PRIMARY;91;PK;06;5003330;9;10775380
44.738173448,-72.376681334;"{""type"": ""Point"", ""coordinates"": [-72.37668133399994, 44.73817344800003]}";26015;27210;500174000420;ALBANY COMMUNITY SCHOOL;351 MAIN ST;;ALBANY;VT;05820;7902;(802) 755-6168;1;1;103;ORLEANS;50019;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500174000420;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500174000420;PRIMARY;95;PK;08;5001740;8;10793244
44.862672481,-72.26462569;"{""type"": ""Point"", ""coordinates"": [-72.26462568999992, 44.86267248100004]}";39933;39933;500336000096;COVENTRY VILLAGE SCHOOL;348 ROUTE 5;;COVENTRY;VT;05825;0092;(802) 754-6464;1;1;116;ORLEANS;50019;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500336000096;2010-01-29T00:00:00.000Z;IMAGERY;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500336000096;PRIMARY;102;PK;08;5003360;14;
42.878943531,-73.189651992;"{""type"": ""Point"", ""coordinates"": [-73.18965199199992, 42.87894353100004]}";65014;65804;500581000463;MT. ANTHONY UNION MIDDLE SCHOOL;747 EAST RD;;BENNINGTON;VT;05201;2140;(802) 447-7541;1;1;610;BENNINGTON;50003;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500581000463;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500581000463;MIDDLE;571;06;08;5005810;39;
43.449678775,-73.051028127;"{""type"": ""Point"", ""coordinates"": [-73.05102812699991, 43.44967877500004]}";33509;33507;500804000326;TINMOUTH ELEMENTARY SCHOOL;573 ROUTE 140;;TINMOUTH;VT;05773;;(802) 446-2458;1;1;58;RUTLAND;50021;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500804000326;2010-01-29T00:00:00.000Z;IMAGERY;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500804000326;PRIMARY;52;PK;06;5008040;6;
43.295461536,-72.488059804;"{""type"": ""Point"", ""coordinates"": [-72.48805980399997, 43.295461536000055]}";72981;72170;500753000303;UNION SCHOOL;43 UNION ST;;SPRINGFIELD;VT;05156;3133;(802) 885-5155;1;1;289;WINDSOR;50027;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500753000303;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500753000303;PRIMARY;263;03;05;5007530;26;10786365
44.475464187,-73.207296748;"{""type"": ""Point"", ""coordinates"": [-73.20729674799996, 44.47546418700005]}";53353;52947;500282000066;EDMUNDS MIDDLE SCHOOL;275 MAIN ST;;BURLINGTON;VT;05401;8323;(802) 864-8486;1;1;429;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500282000066;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500282000066;MIDDLE;389;06;08;5002820;40;10785897
